provstate,iyear,imonth,UER
California,2015,6,6.3
California,2015,7,6.5
California,2015,8,6.1
California,2015,9,5.6
California,2015,10,5.7
California,2015,11,5.7
California,2015,12,5.6
California,2016,1,5.9
California,2016,2,5.8
California,2016,3,5.8
California,2016,4,5.4
California,2016,5,4.9
California,2016,6,5.6
California,2016,7,5.8
California,2016,8,5.6
California,2016,9,5.2
California,2016,10,5.2
California,2016,11,5
California,2016,12,5
California,2017,1,5.5
California,2017,2,5.2
California,2017,3,5.1
California,2017,4,4.5
California,2017,5,4.2
California,2017,6,4.9
California,2017,7,5.4
California,2017,8,5.4
California,2017,9,4.7
California,2017,10,4.3
Virginia,1976,1,6
Virginia,1976,2,5.9
Virginia,1976,3,5.9
Virginia,1976,4,5.8
Virginia,1976,5,5.8
Virginia,1976,6,5.8
Virginia,1976,7,5.8
Virginia,1976,8,5.8
Virginia,1976,9,5.8
Virginia,1976,10,5.8
Virginia,1976,11,5.8
Virginia,1976,12,5.8
Virginia,1977,1,5.8
Virginia,1977,2,5.8
Virginia,1977,3,5.7
Virginia,1977,4,5.6
Virginia,1977,5,5.5
Virginia,1977,6,5.4
Virginia,1977,7,5.3
Virginia,1977,8,5.3
Virginia,1977,9,5.3
Virginia,1977,10,5.3
Virginia,1977,11,5.3
Virginia,1977,12,5.4
Virginia,1978,1,5.4
Virginia,1978,2,5.3
Virginia,1978,3,5.3
Virginia,1978,4,5.3
Virginia,1978,5,5.3
Virginia,1978,6,5.3
Virginia,1978,7,5.3
Virginia,1978,8,5.3
Virginia,1978,9,5.3
Virginia,1978,10,5.2
Virginia,1978,11,5.2
Virginia,1978,12,5.2
Virginia,1979,1,5.1
Virginia,1979,2,5
Virginia,1979,3,4.9
Virginia,1979,4,4.8
Virginia,1979,5,4.7
Virginia,1979,6,4.7
Virginia,1979,7,4.6
Virginia,1979,8,4.6
Virginia,1979,9,4.6
Virginia,1979,10,4.6
Virginia,1979,11,4.5
Virginia,1979,12,4.5
Virginia,1980,1,4.5
Virginia,1980,2,4.6
Virginia,1980,3,4.8
Virginia,1980,4,5.1
Virginia,1980,5,5.3
Virginia,1980,6,5.6
Virginia,1980,7,5.7
Virginia,1980,8,5.6
Virginia,1980,9,5.4
Virginia,1980,10,5.3
Virginia,1980,11,5.2
Virginia,1980,12,5.2
Virginia,1981,1,5.3
Virginia,1981,2,5.5
Virginia,1981,3,5.6
Virginia,1981,4,5.7
Virginia,1981,5,5.8
Virginia,1981,6,5.8
Virginia,1981,7,5.9
Virginia,1981,8,6
Virginia,1981,9,6.2
Virginia,1981,10,6.4
Virginia,1981,11,6.6
Virginia,1981,12,6.9
Virginia,1982,1,7
Virginia,1982,2,7.2
Virginia,1982,3,7.3
Virginia,1982,4,7.3
Virginia,1982,5,7.3
Virginia,1982,6,7.3
Virginia,1982,7,7.4
Virginia,1982,8,7.5
Virginia,1982,9,7.6
Virginia,1982,10,7.8
Virginia,1982,11,7.9
Virginia,1982,12,7.9
Virginia,1983,1,7.8
Virginia,1983,2,7.6
Virginia,1983,3,7.3
Virginia,1983,4,7
Virginia,1983,5,6.7
Virginia,1983,6,6.5
Virginia,1983,7,6.3
Virginia,1983,8,6.1
Virginia,1983,9,5.9
Virginia,1983,10,5.7
Virginia,1983,11,5.4
Virginia,1983,12,5.2
Virginia,1984,1,5.1
Virginia,1984,2,5
Virginia,1984,3,5
Virginia,1984,4,5
Virginia,1984,5,5
Virginia,1984,6,5
Virginia,1984,7,5
Virginia,1984,8,5.1
Virginia,1984,9,5.1
Virginia,1984,10,5.2
Virginia,1984,11,5.2
Virginia,1984,12,5.3
Virginia,1985,1,5.3
Virginia,1985,2,5.4
Virginia,1985,3,5.5
Virginia,1985,4,5.6
Virginia,1985,5,5.6
Virginia,1985,6,5.7
Virginia,1985,7,5.7
Virginia,1985,8,5.7
Virginia,1985,9,5.5
Virginia,1985,10,5.4
Virginia,1985,11,5.3
Virginia,1985,12,5.2
Virginia,1986,1,5.1
Virginia,1986,2,5.1
Virginia,1986,3,5.1
Virginia,1986,4,5.1
Virginia,1986,5,5.1
Virginia,1986,6,5.1
Virginia,1986,7,5
Virginia,1986,8,5
Virginia,1986,9,5
Virginia,1986,10,5
Virginia,1986,11,5
Virginia,1986,12,4.9
Virginia,1987,1,4.8
Virginia,1987,2,4.8
Virginia,1987,3,4.7
Virginia,1987,4,4.5
Virginia,1987,5,4.4
Virginia,1987,6,4.3
Virginia,1987,7,4.1
Virginia,1987,8,4
Virginia,1987,9,3.9
Virginia,1987,10,3.9
Virginia,1987,11,3.9
Virginia,1987,12,3.9
Virginia,1988,1,3.8
Virginia,1988,2,3.8
Virginia,1988,3,3.8
Virginia,1988,4,3.9
Virginia,1988,5,3.9
Virginia,1988,6,4
Virginia,1988,7,4
Virginia,1988,8,4.1
Virginia,1988,9,4.1
Virginia,1988,10,4
Virginia,1988,11,3.9
Virginia,1988,12,3.9
Virginia,1989,1,3.8
Virginia,1989,2,3.8
Virginia,1989,3,3.7
Virginia,1989,4,3.8
Virginia,1989,5,3.8
Virginia,1989,6,3.9
Virginia,1989,7,3.9
Virginia,1989,8,4
Virginia,1989,9,4
Virginia,1989,10,4
Virginia,1989,11,4
Virginia,1989,12,3.9
Virginia,1990,1,3.9
Virginia,1990,2,3.8
Virginia,1990,3,3.8
Virginia,1990,4,3.9
Virginia,1990,5,4
Virginia,1990,6,4.2
Virginia,1990,7,4.4
Virginia,1990,8,4.6
Virginia,1990,9,4.9
Virginia,1990,10,5.1
Virginia,1990,11,5.3
Virginia,1990,12,5.6
Virginia,1991,1,5.7
Virginia,1991,2,5.9
Virginia,1991,3,5.9
Virginia,1991,4,5.9
Virginia,1991,5,5.9
Virginia,1991,6,5.9
Virginia,1991,7,5.8
Virginia,1991,8,5.8
Virginia,1991,9,5.9
Virginia,1991,10,6
Virginia,1991,11,6.2
Virginia,1991,12,6.3
Virginia,1992,1,6.5
Virginia,1992,2,6.6
Virginia,1992,3,6.6
Virginia,1992,4,6.6
Virginia,1992,5,6.5
Virginia,1992,6,6.4
Virginia,1992,7,6.3
Virginia,1992,8,6.2
Virginia,1992,9,6.1
Virginia,1992,10,6
Virginia,1992,11,5.8
Virginia,1992,12,5.7
Virginia,1993,1,5.6
Virginia,1993,2,5.5
Virginia,1993,3,5.4
Virginia,1993,4,5.3
Virginia,1993,5,5.3
Virginia,1993,6,5.3
Virginia,1993,7,5.2
Virginia,1993,8,5.2
Virginia,1993,9,5.1
Virginia,1993,10,5
Virginia,1993,11,5
Virginia,1993,12,5
Virginia,1994,1,5.1
Virginia,1994,2,5.1
Virginia,1994,3,5.1
Virginia,1994,4,5.1
Virginia,1994,5,5
Virginia,1994,6,4.9
Virginia,1994,7,4.8
Virginia,1994,8,4.8
Virginia,1994,9,4.7
Virginia,1994,10,4.6
Virginia,1994,11,4.5
Virginia,1994,12,4.4
Virginia,1995,1,4.4
Virginia,1995,2,4.4
Virginia,1995,3,4.4
Virginia,1995,4,4.4
Virginia,1995,5,4.5
Virginia,1995,6,4.6
Virginia,1995,7,4.6
Virginia,1995,8,4.6
Virginia,1995,9,4.6
Virginia,1995,10,4.6
Virginia,1995,11,4.6
Virginia,1995,12,4.6
Virginia,1996,1,4.5
Virginia,1996,2,4.5
Virginia,1996,3,4.5
Virginia,1996,4,4.5
Virginia,1996,5,4.4
Virginia,1996,6,4.4
Virginia,1996,7,4.4
Virginia,1996,8,4.4
Virginia,1996,9,4.4
Virginia,1996,10,4.4
Virginia,1996,11,4.4
Virginia,1996,12,4.5
Virginia,1997,1,4.5
Virginia,1997,2,4.4
Virginia,1997,3,4.4
Virginia,1997,4,4.2
Virginia,1997,5,4.1
Virginia,1997,6,3.9
Virginia,1997,7,3.8
Virginia,1997,8,3.6
Virginia,1997,9,3.4
Virginia,1997,10,3.3
Virginia,1997,11,3.2
Virginia,1997,12,3.1
Virginia,1998,1,3
Virginia,1998,2,3
Virginia,1998,3,2.9
Virginia,1998,4,2.9
Virginia,1998,5,2.9
Virginia,1998,6,2.9
Virginia,1998,7,2.9
Virginia,1998,8,2.9
Virginia,1998,9,2.9
Virginia,1998,10,2.9
Virginia,1998,11,2.8
Virginia,1998,12,2.8
Virginia,1999,1,2.7
Virginia,1999,2,2.7
Virginia,1999,3,2.7
Virginia,1999,4,2.7
Virginia,1999,5,2.7
Virginia,1999,6,2.8
Virginia,1999,7,2.8
Virginia,1999,8,2.8
Virginia,1999,9,2.8
Virginia,1999,10,2.8
Virginia,1999,11,2.8
Virginia,1999,12,2.7
Virginia,2000,1,2.6
Virginia,2000,2,2.5
Virginia,2000,3,2.4
Virginia,2000,4,2.4
Virginia,2000,5,2.3
Virginia,2000,6,2.3
Virginia,2000,7,2.3
Virginia,2000,8,2.2
Virginia,2000,9,2.2
Virginia,2000,10,2.1
Virginia,2000,11,2.1
Virginia,2000,12,2.2
Virginia,2001,1,2.3
Virginia,2001,2,2.5
Virginia,2001,3,2.6
Virginia,2001,4,2.8
Virginia,2001,5,2.9
Virginia,2001,6,3.1
Virginia,2001,7,3.3
Virginia,2001,8,3.5
Virginia,2001,9,3.7
Virginia,2001,10,3.9
Virginia,2001,11,4.1
Virginia,2001,12,4.2
Virginia,2002,1,4.2
Virginia,2002,2,4.3
Virginia,2002,3,4.3
Virginia,2002,4,4.3
Virginia,2002,5,4.3
Virginia,2002,6,4.2
Virginia,2002,7,4.2
Virginia,2002,8,4.2
Virginia,2002,9,4.2
Virginia,2002,10,4.2
Virginia,2002,11,4.2
Virginia,2002,12,4.2
Virginia,2003,1,4.2
Virginia,2003,2,4.2
Virginia,2003,3,4.2
Virginia,2003,4,4.2
Virginia,2003,5,4.2
Virginia,2003,6,4.2
Virginia,2003,7,4.2
Virginia,2003,8,4.1
Virginia,2003,9,4.1
Virginia,2003,10,4
Virginia,2003,11,4
Virginia,2003,12,4
Virginia,2004,1,4
Virginia,2004,2,4
Virginia,2004,3,4
Virginia,2004,4,3.9
Virginia,2004,5,3.9
Virginia,2004,6,3.8
Virginia,2004,7,3.8
Virginia,2004,8,3.7
Virginia,2004,9,3.7
Virginia,2004,10,3.7
Virginia,2004,11,3.6
Virginia,2004,12,3.6
Virginia,2005,1,3.7
Virginia,2005,2,3.7
Virginia,2005,3,3.7
Virginia,2005,4,3.6
Virginia,2005,5,3.6
Virginia,2005,6,3.6
Virginia,2005,7,3.6
Virginia,2005,8,3.6
Virginia,2005,9,3.5
Virginia,2005,10,3.5
Virginia,2005,11,3.4
Virginia,2005,12,3.3
Virginia,2006,1,3.2
Virginia,2006,2,3.1
Virginia,2006,3,3.1
Virginia,2006,4,3
Virginia,2006,5,3.1
Virginia,2006,6,3.1
Virginia,2006,7,3.1
Virginia,2006,8,3.2
Virginia,2006,9,3.2
Virginia,2006,10,3.1
Virginia,2006,11,3.1
Virginia,2006,12,3
Virginia,2007,1,3
Virginia,2007,2,2.9
Virginia,2007,3,2.9
Virginia,2007,4,2.9
Virginia,2007,5,2.9
Virginia,2007,6,3
Virginia,2007,7,3.1
Virginia,2007,8,3.2
Virginia,2007,9,3.3
Virginia,2007,10,3.3
Virginia,2007,11,3.4
Virginia,2007,12,3.5
Virginia,2008,1,3.5
Virginia,2008,2,3.5
Virginia,2008,3,3.6
Virginia,2008,4,3.7
Virginia,2008,5,3.8
Virginia,2008,6,3.9
Virginia,2008,7,4.1
Virginia,2008,8,4.2
Virginia,2008,9,4.3
Virginia,2008,10,4.6
Virginia,2008,11,4.9
Virginia,2008,12,5.3
Virginia,2009,1,5.7
Virginia,2009,2,6.1
Virginia,2009,3,6.4
Virginia,2009,4,6.6
Virginia,2009,5,6.8
Virginia,2009,6,6.9
Virginia,2009,7,6.9
Virginia,2009,8,7
Virginia,2009,9,7
Virginia,2009,10,7.1
Virginia,2009,11,7.2
Virginia,2009,12,7.3
Virginia,2010,1,7.4
Virginia,2010,2,7.4
Virginia,2010,3,7.3
Virginia,2010,4,7.3
Virginia,2010,5,7.1
Virginia,2010,6,7
Virginia,2010,7,7
Virginia,2010,8,6.9
Virginia,2010,9,6.9
Virginia,2010,10,6.8
Virginia,2010,11,6.8
Virginia,2010,12,6.7
Virginia,2011,1,6.6
Virginia,2011,2,6.5
Virginia,2011,3,6.4
Virginia,2011,4,6.4
Virginia,2011,5,6.4
Virginia,2011,6,6.5
Virginia,2011,7,6.5
Virginia,2011,8,6.6
Virginia,2011,9,6.6
Virginia,2011,10,6.5
Virginia,2011,11,6.4
Virginia,2011,12,6.3
Virginia,2012,1,6.2
Virginia,2012,2,6.1
Virginia,2012,3,6.1
Virginia,2012,4,6.1
Virginia,2012,5,6.1
Virginia,2012,6,6
Virginia,2012,7,6
Virginia,2012,8,5.9
Virginia,2012,9,5.9
Virginia,2012,10,5.8
Virginia,2012,11,5.8
Virginia,2012,12,5.7
Virginia,2013,1,5.7
Virginia,2013,2,5.7
Virginia,2013,3,5.7
Virginia,2013,4,5.7
Virginia,2013,5,5.6
Virginia,2013,6,5.6
Virginia,2013,7,5.6
Virginia,2013,8,5.6
Virginia,2013,9,5.6
Virginia,2013,10,5.5
Virginia,2013,11,5.5
Virginia,2013,12,5.4
Virginia,2014,1,5.4
Virginia,2014,2,5.3
Virginia,2014,3,5.3
Virginia,2014,4,5.3
Virginia,2014,5,5.3
Virginia,2014,6,5.2
Virginia,2014,7,5.2
Virginia,2014,8,5.1
Virginia,2014,9,5.1
Virginia,2014,10,5
Virginia,2014,11,4.9
Virginia,2014,12,4.9
Virginia,2015,1,4.8
Virginia,2015,2,4.8
Virginia,2015,3,4.7
Virginia,2015,4,4.6
Virginia,2015,5,4.5
Virginia,2015,6,4.4
Virginia,2015,7,4.3
Virginia,2015,8,4.2
Virginia,2015,9,4.1
Virginia,2015,10,4.1
Virginia,2015,11,4.1
Virginia,2015,12,4.1
Virginia,2016,1,4
Virginia,2016,2,4
Virginia,2016,3,4
Virginia,2016,4,4
Virginia,2016,5,4
Virginia,2016,6,4
Virginia,2016,7,4.1
Virginia,2016,8,4.1
Virginia,2016,9,4.1
Virginia,2016,10,4.1
Virginia,2016,11,4.1
Virginia,2016,12,4.1
Virginia,2017,1,4
Virginia,2017,2,3.9
Virginia,2017,3,3.8
Virginia,2017,4,3.8
Virginia,2017,5,3.8
Virginia,2017,6,3.7
Virginia,2017,7,3.8
Virginia,2017,8,3.8
Virginia,2017,9,3.7
Virginia,2017,10,3.6
Alabama,1976,1,6.9
Alabama,1976,2,6.7
Alabama,1976,3,6.6
Alabama,1976,4,6.5
Alabama,1976,5,6.4
Alabama,1976,6,6.5
Alabama,1976,7,6.6
Alabama,1976,8,6.8
Alabama,1976,9,6.9
Alabama,1976,10,7
Alabama,1976,11,7.2
Alabama,1976,12,7.3
Alabama,1977,1,7.5
Alabama,1977,2,7.7
Alabama,1977,3,7.8
Alabama,1977,4,7.9
Alabama,1977,5,7.8
Alabama,1977,6,7.6
Alabama,1977,7,7.4
Alabama,1977,8,7.1
Alabama,1977,9,6.9
Alabama,1977,10,6.8
Alabama,1977,11,6.7
Alabama,1977,12,6.6
Alabama,1978,1,6.5
Alabama,1978,2,6.4
Alabama,1978,3,6.2
Alabama,1978,4,6.1
Alabama,1978,5,6
Alabama,1978,6,6
Alabama,1978,7,6.1
Alabama,1978,8,6.2
Alabama,1978,9,6.4
Alabama,1978,10,6.5
Alabama,1978,11,6.6
Alabama,1978,12,6.7
Alabama,1979,1,6.8
Alabama,1979,2,6.9
Alabama,1979,3,7.1
Alabama,1979,4,7.2
Alabama,1979,5,7.3
Alabama,1979,6,7.3
Alabama,1979,7,7.3
Alabama,1979,8,7.3
Alabama,1979,9,7.2
Alabama,1979,10,7.2
Alabama,1979,11,7.2
Alabama,1979,12,7.2
Alabama,1980,1,7.3
Alabama,1980,2,7.5
Alabama,1980,3,7.8
Alabama,1980,4,8.3
Alabama,1980,5,8.8
Alabama,1980,6,9.2
Alabama,1980,7,9.5
Alabama,1980,8,9.7
Alabama,1980,9,9.7
Alabama,1980,10,9.7
Alabama,1980,11,9.6
Alabama,1980,12,9.6
Alabama,1981,1,9.6
Alabama,1981,2,9.7
Alabama,1981,3,9.8
Alabama,1981,4,9.9
Alabama,1981,5,10
Alabama,1981,6,10.1
Alabama,1981,7,10.3
Alabama,1981,8,10.6
Alabama,1981,9,11
Alabama,1981,10,11.4
Alabama,1981,11,11.8
Alabama,1981,12,12.2
Alabama,1982,1,12.5
Alabama,1982,2,12.8
Alabama,1982,3,13.1
Alabama,1982,4,13.4
Alabama,1982,5,13.6
Alabama,1982,6,13.9
Alabama,1982,7,14.3
Alabama,1982,8,14.6
Alabama,1982,9,15
Alabama,1982,10,15.3
Alabama,1982,11,15.5
Alabama,1982,12,15.5
Alabama,1983,1,15.4
Alabama,1983,2,15.2
Alabama,1983,3,14.9
Alabama,1983,4,14.5
Alabama,1983,5,14.2
Alabama,1983,6,14
Alabama,1983,7,13.7
Alabama,1983,8,13.5
Alabama,1983,9,13.2
Alabama,1983,10,12.8
Alabama,1983,11,12.5
Alabama,1983,12,12.2
Alabama,1984,1,11.9
Alabama,1984,2,11.6
Alabama,1984,3,11.4
Alabama,1984,4,11.3
Alabama,1984,5,11.2
Alabama,1984,6,11.1
Alabama,1984,7,11
Alabama,1984,8,10.9
Alabama,1984,9,10.7
Alabama,1984,10,10.5
Alabama,1984,11,10.3
Alabama,1984,12,10.1
Alabama,1985,1,10
Alabama,1985,2,9.8
Alabama,1985,3,9.6
Alabama,1985,4,9.4
Alabama,1985,5,9.2
Alabama,1985,6,9
Alabama,1985,7,8.9
Alabama,1985,8,8.8
Alabama,1985,9,8.7
Alabama,1985,10,8.7
Alabama,1985,11,8.7
Alabama,1985,12,8.9
Alabama,1986,1,9.2
Alabama,1986,2,9.5
Alabama,1986,3,9.8
Alabama,1986,4,10
Alabama,1986,5,10
Alabama,1986,6,9.9
Alabama,1986,7,9.8
Alabama,1986,8,9.8
Alabama,1986,9,9.7
Alabama,1986,10,9.7
Alabama,1986,11,9.6
Alabama,1986,12,9.5
Alabama,1987,1,9.3
Alabama,1987,2,9
Alabama,1987,3,8.7
Alabama,1987,4,8.4
Alabama,1987,5,8.1
Alabama,1987,6,7.9
Alabama,1987,7,7.7
Alabama,1987,8,7.6
Alabama,1987,9,7.6
Alabama,1987,10,7.5
Alabama,1987,11,7.4
Alabama,1987,12,7.4
Alabama,1988,1,7.2
Alabama,1988,2,7.1
Alabama,1988,3,7
Alabama,1988,4,7
Alabama,1988,5,7
Alabama,1988,6,7
Alabama,1988,7,7.1
Alabama,1988,8,7.2
Alabama,1988,9,7.3
Alabama,1988,10,7.4
Alabama,1988,11,7.4
Alabama,1988,12,7.4
Alabama,1989,1,7.2
Alabama,1989,2,7.1
Alabama,1989,3,7.1
Alabama,1989,4,7.1
Alabama,1989,5,7.1
Alabama,1989,6,7.2
Alabama,1989,7,7.2
Alabama,1989,8,7.1
Alabama,1989,9,7
Alabama,1989,10,6.9
Alabama,1989,11,6.8
Alabama,1989,12,6.7
Alabama,1990,1,6.7
Alabama,1990,2,6.7
Alabama,1990,3,6.7
Alabama,1990,4,6.7
Alabama,1990,5,6.6
Alabama,1990,6,6.6
Alabama,1990,7,6.7
Alabama,1990,8,6.7
Alabama,1990,9,6.9
Alabama,1990,10,7
Alabama,1990,11,7.1
Alabama,1990,12,7.2
Alabama,1991,1,7.3
Alabama,1991,2,7.4
Alabama,1991,3,7.5
Alabama,1991,4,7.5
Alabama,1991,5,7.5
Alabama,1991,6,7.4
Alabama,1991,7,7.3
Alabama,1991,8,7.2
Alabama,1991,9,7.2
Alabama,1991,10,7.3
Alabama,1991,11,7.3
Alabama,1991,12,7.5
Alabama,1992,1,7.5
Alabama,1992,2,7.6
Alabama,1992,3,7.7
Alabama,1992,4,7.7
Alabama,1992,5,7.7
Alabama,1992,6,7.7
Alabama,1992,7,7.6
Alabama,1992,8,7.6
Alabama,1992,9,7.5
Alabama,1992,10,7.4
Alabama,1992,11,7.4
Alabama,1992,12,7.4
Alabama,1993,1,7.5
Alabama,1993,2,7.5
Alabama,1993,3,7.5
Alabama,1993,4,7.5
Alabama,1993,5,7.6
Alabama,1993,6,7.5
Alabama,1993,7,7.5
Alabama,1993,8,7.4
Alabama,1993,9,7.2
Alabama,1993,10,7.1
Alabama,1993,11,7
Alabama,1993,12,6.9
Alabama,1994,1,6.8
Alabama,1994,2,6.6
Alabama,1994,3,6.5
Alabama,1994,4,6.3
Alabama,1994,5,6.1
Alabama,1994,6,6
Alabama,1994,7,6
Alabama,1994,8,6
Alabama,1994,9,6
Alabama,1994,10,6
Alabama,1994,11,6
Alabama,1994,12,5.9
Alabama,1995,1,5.9
Alabama,1995,2,6
Alabama,1995,3,6
Alabama,1995,4,6.1
Alabama,1995,5,6.1
Alabama,1995,6,6.1
Alabama,1995,7,6.1
Alabama,1995,8,6.1
Alabama,1995,9,5.9
Alabama,1995,10,5.8
Alabama,1995,11,5.6
Alabama,1995,12,5.5
Alabama,1996,1,5.4
Alabama,1996,2,5.4
Alabama,1996,3,5.4
Alabama,1996,4,5.4
Alabama,1996,5,5.3
Alabama,1996,6,5.2
Alabama,1996,7,5.1
Alabama,1996,8,5
Alabama,1996,9,5
Alabama,1996,10,5.1
Alabama,1996,11,5.2
Alabama,1996,12,5.2
Alabama,1997,1,5.2
Alabama,1997,2,5.2
Alabama,1997,3,5.1
Alabama,1997,4,5.1
Alabama,1997,5,5.1
Alabama,1997,6,5.1
Alabama,1997,7,5.1
Alabama,1997,8,5
Alabama,1997,9,4.9
Alabama,1997,10,4.8
Alabama,1997,11,4.6
Alabama,1997,12,4.4
Alabama,1998,1,4.3
Alabama,1998,2,4.2
Alabama,1998,3,4.2
Alabama,1998,4,4.2
Alabama,1998,5,4.3
Alabama,1998,6,4.4
Alabama,1998,7,4.4
Alabama,1998,8,4.5
Alabama,1998,9,4.5
Alabama,1998,10,4.5
Alabama,1998,11,4.5
Alabama,1998,12,4.5
Alabama,1999,1,4.5
Alabama,1999,2,4.6
Alabama,1999,3,4.6
Alabama,1999,4,4.7
Alabama,1999,5,4.8
Alabama,1999,6,4.8
Alabama,1999,7,4.8
Alabama,1999,8,4.8
Alabama,1999,9,4.8
Alabama,1999,10,4.8
Alabama,1999,11,4.8
Alabama,1999,12,4.7
Alabama,2000,1,4.7
Alabama,2000,2,4.6
Alabama,2000,3,4.6
Alabama,2000,4,4.5
Alabama,2000,5,4.5
Alabama,2000,6,4.5
Alabama,2000,7,4.5
Alabama,2000,8,4.5
Alabama,2000,9,4.5
Alabama,2000,10,4.5
Alabama,2000,11,4.6
Alabama,2000,12,4.6
Alabama,2001,1,4.7
Alabama,2001,2,4.7
Alabama,2001,3,4.8
Alabama,2001,4,4.8
Alabama,2001,5,4.8
Alabama,2001,6,4.9
Alabama,2001,7,5
Alabama,2001,8,5.2
Alabama,2001,9,5.4
Alabama,2001,10,5.7
Alabama,2001,11,5.9
Alabama,2001,12,6
Alabama,2002,1,6.1
Alabama,2002,2,6.1
Alabama,2002,3,6
Alabama,2002,4,6
Alabama,2002,5,5.9
Alabama,2002,6,5.9
Alabama,2002,7,5.9
Alabama,2002,8,5.8
Alabama,2002,9,5.8
Alabama,2002,10,5.8
Alabama,2002,11,5.8
Alabama,2002,12,5.8
Alabama,2003,1,5.8
Alabama,2003,2,5.8
Alabama,2003,3,5.9
Alabama,2003,4,6
Alabama,2003,5,6.1
Alabama,2003,6,6.1
Alabama,2003,7,6.2
Alabama,2003,8,6.2
Alabama,2003,9,6.1
Alabama,2003,10,6.1
Alabama,2003,11,6
Alabama,2003,12,6
Alabama,2004,1,6
Alabama,2004,2,6
Alabama,2004,3,5.9
Alabama,2004,4,5.9
Alabama,2004,5,5.8
Alabama,2004,6,5.8
Alabama,2004,7,5.7
Alabama,2004,8,5.7
Alabama,2004,9,5.6
Alabama,2004,10,5.5
Alabama,2004,11,5.4
Alabama,2004,12,5.2
Alabama,2005,1,5.1
Alabama,2005,2,4.9
Alabama,2005,3,4.7
Alabama,2005,4,4.6
Alabama,2005,5,4.5
Alabama,2005,6,4.4
Alabama,2005,7,4.3
Alabama,2005,8,4.3
Alabama,2005,9,4.3
Alabama,2005,10,4.3
Alabama,2005,11,4.2
Alabama,2005,12,4.2
Alabama,2006,1,4.1
Alabama,2006,2,4.1
Alabama,2006,3,4
Alabama,2006,4,4.1
Alabama,2006,5,4.1
Alabama,2006,6,4.1
Alabama,2006,7,4.1
Alabama,2006,8,4.1
Alabama,2006,9,4
Alabama,2006,10,4
Alabama,2006,11,4
Alabama,2006,12,3.9
Alabama,2007,1,3.9
Alabama,2007,2,3.9
Alabama,2007,3,3.8
Alabama,2007,4,3.8
Alabama,2007,5,3.9
Alabama,2007,6,3.9
Alabama,2007,7,4
Alabama,2007,8,4.1
Alabama,2007,9,4.2
Alabama,2007,10,4.3
Alabama,2007,11,4.4
Alabama,2007,12,4.4
Alabama,2008,1,4.5
Alabama,2008,2,4.6
Alabama,2008,3,4.8
Alabama,2008,4,5
Alabama,2008,5,5.2
Alabama,2008,6,5.5
Alabama,2008,7,5.7
Alabama,2008,8,6
Alabama,2008,9,6.4
Alabama,2008,10,6.9
Alabama,2008,11,7.5
Alabama,2008,12,8.3
Alabama,2009,1,9.1
Alabama,2009,2,9.8
Alabama,2009,3,10.4
Alabama,2009,4,10.9
Alabama,2009,5,11.2
Alabama,2009,6,11.4
Alabama,2009,7,11.6
Alabama,2009,8,11.8
Alabama,2009,9,11.9
Alabama,2009,10,11.9
Alabama,2009,11,11.9
Alabama,2009,12,11.8
Alabama,2010,1,11.7
Alabama,2010,2,11.6
Alabama,2010,3,11.3
Alabama,2010,4,10.8
Alabama,2010,5,10.4
Alabama,2010,6,10.1
Alabama,2010,7,10
Alabama,2010,8,9.9
Alabama,2010,9,10
Alabama,2010,10,10.1
Alabama,2010,11,10.2
Alabama,2010,12,10.3
Alabama,2011,1,10.2
Alabama,2011,2,10.1
Alabama,2011,3,10
Alabama,2011,4,9.9
Alabama,2011,5,9.9
Alabama,2011,6,9.8
Alabama,2011,7,9.7
Alabama,2011,8,9.6
Alabama,2011,9,9.3
Alabama,2011,10,9
Alabama,2011,11,8.7
Alabama,2011,12,8.3
Alabama,2012,1,8.1
Alabama,2012,2,8
Alabama,2012,3,8
Alabama,2012,4,8.1
Alabama,2012,5,8.2
Alabama,2012,6,8.2
Alabama,2012,7,8.2
Alabama,2012,8,8.1
Alabama,2012,9,7.9
Alabama,2012,10,7.8
Alabama,2012,11,7.6
Alabama,2012,12,7.6
Alabama,2013,1,7.5
Alabama,2013,2,7.4
Alabama,2013,3,7.2
Alabama,2013,4,7.1
Alabama,2013,5,7
Alabama,2013,6,7
Alabama,2013,7,7
Alabama,2013,8,7
Alabama,2013,9,7.1
Alabama,2013,10,7.1
Alabama,2013,11,7.2
Alabama,2013,12,7.2
Alabama,2014,1,7.2
Alabama,2014,2,7.2
Alabama,2014,3,7.2
Alabama,2014,4,7.1
Alabama,2014,5,7
Alabama,2014,6,6.8
Alabama,2014,7,6.7
Alabama,2014,8,6.5
Alabama,2014,9,6.4
Alabama,2014,10,6.3
Alabama,2014,11,6.2
Alabama,2014,12,6.1
Alabama,2015,1,6
Alabama,2015,2,6
Alabama,2015,3,6
Alabama,2015,4,6.1
Alabama,2015,5,6.1
Alabama,2015,6,6.1
Alabama,2015,7,6.1
Alabama,2015,8,6.1
Alabama,2015,9,6.1
Alabama,2015,10,6.1
Alabama,2015,11,6.1
Alabama,2015,12,6.1
Alabama,2016,1,6.1
Alabama,2016,2,6
Alabama,2016,3,5.9
Alabama,2016,4,5.8
Alabama,2016,5,5.8
Alabama,2016,6,5.8
Alabama,2016,7,5.8
Alabama,2016,8,5.9
Alabama,2016,9,6
Alabama,2016,10,6.1
Alabama,2016,11,6.2
